text
+0.11 RT @Azi: Cuomo &amp; Rangel! https://t.co/WVH0rGQf04
+0.11 RT @Azi: @cbrangel Rangel &amp; @MMViverito https://t.co/79MpTb96zq
"+0.11 RT @NY1noticias: Un repaso a la carrera del 'León de la Avenida Lenox', últimos días en D.C de @cbrangel. Reporta @AlbertoPimienta. https:/…"
"+0.11 RT @mrmicahali: .@ComptonUnified lauds @cbrangel, the Lion of #LenoxAvenue, Reflects on 5 Decade Legacy in #Washington https://t.co/Z0MCvFY…"
"+0.11 RT @AlexGangitano: Roll Call's best 2016 photos: https://t.co/fsQ8oysXXY My fav are the ones of @CoryBooker, @RepDold, @KamalaHarris, @cbra…"
+0.11 RT @RepLawrence: Conversation between two GREATS in Congress. @RepJohnConyers @cbrangel https://t.co/TTgEo1Tg3r
"+0.11 RT @PSSCares: Rep. #CharlesRangel @cbrangel  ""commends PSS Circle of Care for its efforts to create a structured  network for our City's ca…"
+0.11 RT @RangelProgram: @StateDept #RangelFellows joined in celebrating Congressman @CBRangel retirement. Congrats! https://t.co/eyM2vsz6d8
+0.11 I'm sad to leave the office I've occupied for decades but am glad to see my dear friend will carry it on! I'll visi… https://t.co/yqxHgPQRtO
"+0.11 Watch the bill signing of 21st Century CURES Act, featuring remarks from POTUS &amp; VP, at 2pm via… https://t.co/JBtS3rDK0m"
+0.11 RT @palanteharlem: @cbrangel Thank you so much Sir. Truly appreciate all that you have done for us.  You will always be our Congressman.
"+0.11 RT @GregoryMeeks: #tbt to laughing w/ @cbrangel as we often do. Thank you Charlie for your dedication, decades of service, &amp; most of all fo…"
+0.11 Spent my last day in Congress after 46 yrs w/ DC staff who've become my dear family. So long gang! See you up in NY… https://t.co/mpXJBDcUrG
"+0.11 RT @avon_14: ""We can test knowledge, and we can assess learning."" Amazing @edreform #EdReformRevived conference so far today! https://t.co/…"
+0.11 RT @RepTerriSewell: Great evening @repjohnlewis celebrating the retirement @cbrangel with my @OfficialCBC colleagues. We will miss you Char…
+0.11 Today we remember those who paid ultimate sacrifice in defense of our nation &amp; freedoms we enjoy. #freedomisnotfree https://t.co/qFDFvH8lR4
+0.11 RT @HeardontheHill: Today's Take Five is with @cbrangel https://t.co/DbQAY2jUC5
+0.11 RT @cirseiu: Thank you @cbrangel for being a champion on behalf of our patients and our communities for decades! https://t.co/f9qZdAssQG
"+0.11 Treated my staff at Members Dining Room to thank them for years of invaluable service. They're family, so it ain't… https://t.co/BHI23F0uKH"
+0.11 RT @andiezd: A big thank you to @cbrangel for his dedicated service to NYC!!! https://t.co/eUFKNEQcnG
+0.11 RT @APO_source: .@_AfricanUnion Honors @cbrangel for Distinct Accomplishments &amp; Friendship to #Africa &amp; #AfricanUnion @DlaminiZuma https://…
"+0.11 RT @GeoffreyPhilp: @cbrangel Thank you, sir. This means a lot to me coming from you as one of the original crusaders for #PardonMarcusGarve…"
"+0.11 RT @NancyPelosi: .@realDonaldTrump said it himself - ""Buy American &amp; hire American."" @SpeakerRyan should do the same to support manufacturi…"
"+0.11 RT @BobbyScott: From the brothers of Alpha Phi Alpha on Capitol Hill, Happy Founders Day @apa1906NETwork! #AphiA #1906 https://t.co/yyFs40i…"
+0.11 @GeoffreyPhilp @WhiteHouse @RepWilson @BarackObama @RepJohnConyers @SenSchumer
+0.11 RT @APO_source: .@_AfricanUnion Honors @cbrangel for Distinct Accomplishments &amp; Friendship to #Africa &amp; #AfricanUnion @DlaminiZuma https://…
+0.11 RT @RepLawrence: It was such a pleasure to celebrate the great legacy of @cbrangel w/ my colleagues hosted by South Korean Ambassador Ho-Yo…
+0.11 Honored to see so many dear friends &amp; colleagues gathered to wish me well as I retire from Congress. I will miss th… https://t.co/jPFbTEzMAW
+0.11 RT @MadisonSiriusXM: ON AIR: Congressman #CharlesRangel discussing a bill meant to abolish the #ElectoralCollege. @cbrangel https://t.co/As…
+0.11 RT @FedNet: The House passed by voice vote @cbrangel bill encouraging Korean Americans be able to meet with family members from North Korea.
+0.11 RT @EstherNMNLim: Rep @cbrangel on reuniting divided families 👏👏 @CSPANVL //www.c-span.org/video/?c4633272/rep-charles-rangel-reuniting-div…
+0.11 On @cspan LIVE soon: I'll be on the floor to talk about my H.Con.Res.40 – Encouraging reunions of divided Korean American families
+0.11 What makes us human is our ability to love &amp; have compassion for others.  #GivingTuesday https://t.co/1PQJwy0R8J
+0.11 RT @NY1: New York Officials including @cbrangel and @RepJoseSerrano reflect on #FidelCastro's revolutionary legacy: https://t.co/rbExLqjaYr
+0.11 RT @NYjusticeleague: Many thanks to @cbrangel for joining #JusticeNow for the 2nd day!! #FIREPANTALEO https://t.co/iTQipHIpIb
"+0.11 RT @FedNet: Solidifying legacy, #KoreanWar vet @cbrangel bill encouraging familial reunions before the House on Tuesday. https://t.co/FCl35…"
+0.11 #FidelCastro visited #Harlem in 1960 and again in 1995 -- he loved our community and the people. #RIP https://t.co/Af1Hwg1xB5
+0.11 Going on @NY1 at 11amET &amp; @MSNBC at 1:30pmETto share my thoughts on #FidelCastro whom I first met when he visited Harlem in 1995.
+0.11 Happy Thanksgiving weekend! https://t.co/Qg37Z425BL
"+0.11 RT @InsideCityHall: On #InsideCityHall, Rep. @cbrangel joined @errollouis to discuss President-elect Donald Trump’s transition: https://t.c…"
+0.11 RT @emv52: .@cbrangel wins award @FoodBank_Prez says was inspired by #FDR 🍴@JeffWice @rooseveltinst @FDRLibrary @OfficialCBC https://t.co/s…
"+0.11 RT @BuddMishkinNY1: 830PM. @NY1. Our 2015 @NY1OneOn1 profile. @cbrangel re growing up in Harlem, surviving #KoreanWar, &amp; singing Adler's sh…"
+0.11 RT @FoxNews: .@cbrangel: I’d push to abolish Electoral College even if @HillaryClinton won. #Tucker https://t.co/Bqkd6pREOQ
"+0.11 RT @FoxNews: .@cbrangel: “I am for one man, one vote.” #Tucker https://t.co/LW6GG9pHwJ"
+0.11 On @wamu885 @drshow w/ Diane Rehm to talk about Boxer-Rangel bill to ban the Electoral College. Listen now https://t.co/FKqE4UZwrG
+0.11 RT @triadas: .@FoodBank_Prez &amp; @GloriaNYC present the @FoodBank4NYC Freedom from Want Award to Rep @cbrangel. #nohungernyc https://t.co/9Rc…
+0.11 RT @RachelS23: Thank you Congressman @cbrangel for your service and voice in the battle against hunger! #nohungernyc https://t.co/icLSHZEBj8
+0.11 Thank you my Dominican friends for the award. Proud to see the community flourish in our district &amp; across US! https://t.co/bNXGgVyGg5
"+0.11 Our community is proud to name a street after Judge Constance Baker Motley, trailblazer &amp; champion of justice! https://t.co/PpLSTeSGEV"
"+0.11 Pains me to hear about tragic shooting of Jovan Wilson, grandson of my friend, Rep. Danny Davis. #GUNviolence must stop."
+0.11 RT @NYGovCuomo: Proud to honor @cbrangel at his retirement party tonight. Generations live in a better and more just America because of his…
+0.11 Today I intro'd a bill to abolish Electoral College. We fought hard for the sacred right to vote. Every vote must c… https://t.co/xSXZosSpEi
+0.11 RT @whitakergroup: A resolution introduced by the great @cbrangel in 1999 and adopted by both chambers. Never more relevant than today http…
+0.11 Celebrating One America https://t.co/UBF9UgSCzL
+0.11 Everyone deserves safe drinking water. Any bill to fund the government must #FundFlint. #FlintWaterCrisis
+0.11 Pleased @NYGovCuomo is taking proactive steps to curb discrimination. Now more than ever we must fight hate https://t.co/4pyCvgWh3L
+0.11 Deeply saddened to learn about passing of esteemed journalist &amp; newscaster @pbs @NewsHour's Gwen Ifill - our voice of reason. #RIP
+0.11 As a combat veteran of Korean War I know all too well that Freedom Is Not Free. Thank a veteran today &amp; every day.… https://t.co/4anhAC42Dz
+0.11 Retiring from Congress does not mean I'm retiring from the struggle. The March continues and I'll never stop fighti… https://t.co/FDoiK3neXZ
+0.11 RT @ACLU: Report any voter suppression to @LawyersComm voter protection hotline at 866-OURVOTE https://t.co/hVZt6TkeZR
+0.11 RT @FoxBusiness: .@cbrangel wants to rebuild the party of Lincoln. #ElectionDay #Election2016  https://t.co/4oTsI9XVxL
+0.11 RT @106th: #Harlem's own Charles Rangel @cbrangel voting next to me!! #Election2016 #ElectionDay https://t.co/JGEayyBCAT
+0.11 I just voted for the last time as a Congressman and will proudly wear my sticker! #ElectionDay #GetOutandVote… https://t.co/HGRyxoUaUN
+0.11 RT @keithellison: Remember this history: Not until 1964 with the passage of the 24th amendment were poll taxes banned. Don't let that work…
"+0.11 At 6'2"" #AttorneyGeneral #JanetReno wasn't just one of the tallest; she set the bar extremely high for public serva… https://t.co/iCry6jXYq5"
+0.11 My deepest condolences to families of brave US soldiers who died fighting Taliban in Afghanistan. Wishing quick recovery for the wounded.
+0.11 #FlashbackFriday 8 yrs ago today when Barack Obama was elected President. Oh what a night! Future of America is in… https://t.co/CXmcnVft49
"+0.11 1971 was when I first came to Congress, not too long after enactment of #CivilRightsAct &amp; #VotingRightsAct. Your vo… https://t.co/f3HKeKGbt1"
"+0.11 RT @WillBredderman: I’m ‘Out of Here’ if Donald Trump Wins, Congressman @CBRangel Tells @MadinaToure https://t.co/34h2Uz1Yh5"
+0.11 More odd than soulfood w/o chicken is @ConanOBrien in #Harlem @ApolloTheater. Watch the mocumentary here: https://t.co/mn14CtfJYU
+0.11 The march continues. #vote https://t.co/O9MmLHCbqn
